Loan_Amount,OS_0,OS_1,OS_2,OS_3,OS_4,OS_5,OS_6,OS_7,OS_8,OS_9,OS_10,OS_11,OS_12,Payment_1,Payment_2,Payment_3,Payment_4,Payment_5,Payment_6,Payment_7,Payment_8,Payment_9,Payment_10,Payment_11,Payment_12,Spend_1,Spend_2,Spend_3,Spend_4,Spend_5,Spend_6,Spend_7,Spend_8,Spend_9,Spend_10,Spend_11,Spend_12,Delq1_1,Delq1_2,Delq1_3,Delq1_4,Delq1_5,Delq1_6,Delq1_7,Delq1_8,Delq1_9,Delq1_10,Delq1_11,Delq1_12,Delq2_1,Delq2_2,Delq2_3,Delq2_4,Delq2_5,Delq2_6,Delq2_7,Delq2_8,Delq2_9,Delq2_10,Delq2_11,Delq2_12,Delq3_1,Delq3_2,Delq3_3,Delq3_4,Delq3_5,Delq3_6,Delq3_7,Delq3_8,Delq3_9,Delq3_10,Delq3_11,Delq3_12,isFraud
255000,109934.42,182098.06,182098.06,267712.34,109113.48,-0.52,81163.26,773.26,132783.01,42574.67,157597.75,12263.52,-0.48,0,0,0,224019,109114,0,80390,0,107128,42575,153785,12264,72163.64,0,85614.28,65420.14,0,81163.78,0,132009.75,16919.66,157598.08,8450.77,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,146403.31,164308.09,279013,366986.41,205685.25,222663.46,142547.7,33144.7,3299.7,88689.64,260634.56,54009.63,289999.63,0,0,0,366987,177026,169992,109403,29845,2895,0,234198,54010,17904.78,114704.91,87973.41,205685.84,194004.21,89876.24,0,0,88284.94,171944.92,27573.07,290000,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,17640.7,27450.8,41554.22,30193.32,22321.83,8521.3,18311.12,23458.77,14085.6,22725.45,17612.82,29176.8,51288.91,0,0,22843,30194,14320,0,0,12352,9295,18391,0,0,9810.1,14103.42,11482.1,22322.51,519.47,9789.82,5147.65,2978.83,17934.85,13278.37,11563.98,22112.11,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,78401.88,164907.32,299615.89,389452.65,487422.05,539129.12,130225.06,181522.11,154700.63,164481.92,27392.11,58683.27,129138.6,0,0,0,0,0,449046,0,147975,0,164482,27393,58684,86505.44,134708.57,89836.76,97969.4,51707.07,40141.94,51297.05,121153.52,9781.29,27392.19,58684.16,129139.33,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117000,57606.66,107738.46,27571.55,27571.55,18530.81,80203.56,90586.46,151575.8,65247.88,29016.08,43267.36,59019.02,30151.06,0,107739,0,27572,18531,73269,0,151576,65248,26374,0,59020,50131.8,27572.09,0,18531.26,80203.75,83651.9,60989.34,65248.08,29016.2,40625.28,15751.66,30152.04,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,27279.16,10663.57,17743.62,72959.52,35153.54,87715.24,24024.95,33384.88,55211.79,10406.17,42584.25,-0.75,44017.41,27280,10664,17744,71428,0,70935,21131,0,53017,0,42585,0,10664.41,17744.05,72959.9,33622.02,52561.7,7244.71,30490.93,21826.91,8211.38,32178.08,0,44018.16,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81000,43705.2,85238.68,49068.04,85198.98,69557.72,119281.62,78665.44,128359.27,27189.77,28696.58,23519.94,61860.3,30246.54,0,75252,0,71844,0,108763,0,110072,27190,28697,0,61861,41533.48,39081.36,36130.94,56202.74,49723.9,68146.82,49693.83,8902.5,28696.81,23520.36,38340.36,30247.24,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,65869.48,39647.89,71918.59,71815.62,24844.29,78846.67,54129.03,36571.75,81251.03,1199.03,230.03,37129.01,84092.15,65870,39648,71919,71816,0,78847,54130,0,80052,969,231,37130,39648.41,71918.7,71816.03,24844.67,54002.38,54129.36,36572.72,44679.28,0,0,37129.98,84093.14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,43048.97,43048.97,32615.55,69530.34,60065.8,103583.17,63058.98,19716.81,874.81,48700.84,77212.49,109241.68,61907.18,0,43049,32616,69531,0,103584,63059,18842,0,0,0,107812,0,32615.58,69530.79,60066.46,43517.37,63059.81,19716.83,0,47826.03,28511.65,32029.19,60477.5,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,64312.64,89380.52,142780.81,182572.48,99501.84,33294.5,65930.51,53709.26,109231.62,122500.64,65483.01,119684.49,68837.08,0,0,0,155427,99502,33295,60982,0,88439,101594,0,99143,25067.88,53400.29,39791.67,72356.36,33294.66,65931.01,48760.75,55522.36,101708.02,44576.37,54201.48,48295.59,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320000,127057.45,95092.12,73324.45,257280.48,93922.73,77858.83,-0.17,70771.9,22552.71,154301.59,26684.52,188218.32,295348.9,123497,95093,65066,257281,88095,77859,0,70772,22553,154302,25627,0,91531.67,73325.33,249022.03,93923.25,72031.1,0,70772.07,22552.81,154301.88,26684.93,187160.8,107130.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,60554.83,96542.64,18454.22,67471.14,180283.79,95545.15,66257.42,61973.46,90422.65,117241.37,117820.84,119653.25,86306.99,60555,96543,0,0,180284,87105,57120,61974,90423,117242,117821,119654,96542.81,18454.58,49016.92,112812.65,95545.36,57817.27,52836.04,90423.19,117241.72,117821.47,119653.41,86307.74,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,41881.54,29201.43,29201.43,37254.13,76180.81,28753.78,69953.36,16085.04,10345.31,10345.31,33643.16,3229.55,16297.85,41882,0,29202,0,76181,0,67166,16086,0,10346,33644,3230,29201.89,0,37254.7,38926.68,28753.97,41199.58,13297.68,10346.27,0,33643.85,3230.39,16298.3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,43615.14,50783.88,67785.57,115230.34,197310.82,22601.71,33538.26,25696.1,85642.62,119671.83,119111.92,61227.32,72046.76,39048,0,0,0,197311,0,18180,17081,0,61468,103654,49569,46216.74,17001.69,47444.77,82080.48,22601.89,10936.55,10337.84,77027.52,34029.21,60908.09,45769.4,60388.44,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,36504.77,36967.04,30338.7,70640.09,106179.32,128326.73,-0.27,44452.2,10227.85,70194.53,31345.46,51501.18,84382.93,34841,33663,27841,0,0,128327,0,42546,0,70195,26193,39626,35303.27,27034.66,68142.39,35539.23,22147.41,0,44452.47,8321.65,59966.68,31345.93,46348.72,72507.75,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,53925.53,60456.2,60125.72,31565.57,22649.11,76677.28,126532.75,126532.75,78609.37,97758.67,12626.67,31113.91,162945.53,0,44060,41990,18617,22650,0,0,106067,53922,85132,7687,0,6530.67,43729.52,13429.85,9700.54,76678.17,49855.47,0,58143.62,73071.3,0,26174.24,131831.62,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,132298.7,89965,256662.74,304821.48,141731.32,48967.73,151596.48,175568.02,173151.33,124689.41,193826.96,80390.96,183582.7,132216,0,0,226030,141732,48968,82429,104044,160553,0,113436,0,89882.3,166697.74,48158.74,62939.84,48968.41,151596.75,106400.54,101627.31,112091.08,69137.55,0,103191.74,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,9064.14,13413.28,23337.66,10819.81,12424.11,12238,5558.24,12005.58,3465.05,18783.49,20437.78,27881.52,8443.28,9065,0,23338,10820,12425,12238,5559,12006,0,0,0,27882,13414.14,9924.38,10820.15,12424.3,12238.89,5558.24,12006.34,3465.47,15318.44,1654.29,7443.74,8443.76,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100000,31897.37,27243.72,27243.72,-0.28,49696.07,25898.1,73312.4,12317.5,-0.5,40567.82,29307.61,25025.32,25025.32,29451,0,27244,0,49697,25899,67979,12318,0,37797,29308,0,24797.35,0,0,49696.35,25899.03,73313.3,6984.1,0,40568.32,26536.79,25025.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,81857.85,121546.22,95183.78,128516.74,36663.3,71625.78,132975.59,30148.69,52141.99,72044.88,70205.1,153030.66,88872.53,0,97710,0,128517,0,0,132976,29355,52142,54652,70206,153031,39688.37,71347.56,33332.96,36663.56,34962.48,61349.81,30149.1,51348.3,72044.89,52812.22,153031.56,88872.87,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490000,225578.3,268690.1,324849.21,5539.21,145307.5,281900.06,247260.74,100301.48,142805.66,257886.42,211185.81,533284.01,616049.02,225579,0,319310,5283,131959,255661,247261,100302,142806,257887,0,0,268690.8,56159.11,0,145051.29,268551.56,221021.68,100301.74,142806.18,257886.76,211186.39,322098.2,82765.01,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,31228.15,40857.5,77606.07,42331.18,72908.31,48623.81,6386.81,72845.05,-0.95,35351.47,110391.32,166153.34,51112.99,31229,0,77607,42332,72909,42237,6387,72846,0,0,0,166154,40858.35,36748.57,42332.11,72909.13,48624.5,0,72845.24,0,35352.42,75039.85,55762.02,51113.65,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,47037.21,71832.73,156571.64,85799.96,73869.24,-0.76,-0.76,86673.1,156421.53,29851.49,99619.89,158839.49,278614.51,47038,0,156572,85800,73870,0,0,0,156422,26036,0,0,71833.52,84738.91,85800.32,73869.28,0,0,86673.86,69748.43,29851.96,95804.4,59219.6,119775.02,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,49049.23,79472.3,22875.21,291.21,-0.79,65878.52,37392.08,74031.48,142042.53,24915.1,75974.44,44703.16,107828.3,0,79473,22584,292,0,65879,0,0,142043,0,75040,0,30423.07,22875.91,0,0,65879.31,37392.56,36639.4,68011.05,24915.57,51059.34,43768.72,63125.14,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,48272.62,2148.62,144280.17,119836.51,131743.13,204212.94,85214.79,65021,139750.36,103695.48,-0.52,126720.99,304601.65,46124,0,134503,110635,0,192644,85215,51453,139751,103696,0,0,0,142131.55,110059.34,122541.62,72469.81,73645.85,65021.21,126182.36,103696.12,0,126721.51,177880.66,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,37213.12,9282.9,9282.9,58164.42,113999.82,187594.86,80723.04,19306.5,58254.3,66182.16,80495.12,130555.1,99301.97,35788,0,9283,0,0,187595,80724,19307,54724,66153,0,130556,7857.78,0,58164.52,55835.4,73595.04,80723.18,19307.46,58254.8,62651.86,80465.96,50059.98,99302.87,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,33944.32,43256.28,38017.01,38908.67,30505.96,76957.33,90633.17,37319.37,73185.83,55598.16,-0.84,53828.86,334.86,33944,43257,38018,38909,0,0,90634,0,73186,55599,0,53494,43255.96,38017.73,38909.66,30506.29,46451.37,13675.84,37320.2,35866.46,55598.33,0,53829.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,70679.54,137611.04,80720.59,183777.63,246946.6,374740.03,462562.32,468446.53,117096.23,209545.65,361031.81,184004.48,299999.48,0,135609,0,0,0,0,0,468447,0,0,291624,184005,66931.5,78718.55,103057.04,63168.97,127793.43,87822.29,5884.21,117096.7,92449.42,151486.16,114596.67,300000,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,63762.3,70591.48,34492.34,4897.34,67371.03,2924.58,54498.36,-0.64,-0.64,57956.63,92516.42,156017.23,40470,63763,70592,29595,0,67372,0,54499,0,0,57957,0,156018,70592.18,34492.86,0,62473.69,2925.55,51573.78,0,0,57957.27,92516.79,63500.81,40470.77,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,75269.92,159638.99,175121.49,46671.96,67872.85,87491.64,-0.36,178809.69,62442.39,129840.92,121733,134307.8,-0.2,75270,0,175122,0,67873,87492,0,178810,62443,129841,113110,134308,159639.07,15482.5,46672.47,21200.89,87491.79,0,178810.05,62442.7,129841.53,121733.08,125684.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,20876.53,51389.94,34099.48,90350.64,96605.56,173157.26,224156.15,146234.15,102331.14,48212.82,90112.57,90112.57,190808.79,20877,51390,0,0,0,0,204611,146235,82536,42481,0,0,51390.41,34099.54,56251.16,6254.92,76551.7,50998.89,126689,102331.99,28417.68,84380.75,0,100696.22,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,210926.37,476498.27,292699.59,214185.97,197926.53,324079.71,-0.29,213291.84,5628.84,240515.71,326694.35,264221.61,377446.84,0,429974,292700,214186,0,324080,0,207663,0,218628,326695,264222,265571.9,246175.32,214186.38,197926.56,126153.18,0,213292.13,0,234886.87,304806.64,264222.26,377447.23,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,38801.3,22169.97,25190.5,19771.83,32776.84,44956.47,25250.03,42928.66,14208.66,56319.98,72093.65,39420.98,16044.98,38802,14734,14603,19772,0,33325,16967,28720,0,0,54179,23376,22170.67,17754.53,9184.33,32777.01,12179.63,13618.56,34645.63,0,42111.32,15773.67,21506.33,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,12856.15,38293.49,35145.28,59586.98,13056.98,28275.09,45442.38,76679.35,99552.07,25228.03,30688.68,25076.67,2382.67,0,29289,0,46530,12038,0,0,0,99553,0,30689,22694,25437.34,26140.79,24441.7,0,27256.11,17167.29,31236.97,22872.72,25228.96,5460.65,25076.99,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,103480.67,208833.01,38274.97,78357.51,169794.75,96941.86,137900.94,127794.06,133766.86,9912.86,14905.99,-0.01,79170.99,0,208834,0,0,169795,87296,137901,114380,123854,9913,14906,0,105352.34,38275.96,40082.54,91437.24,96942.11,128255.08,127794.12,120352.8,0,14906.13,0,79171,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,26905.59,32827.31,63629.6,5733.6,17777.42,47338.29,93621.33,84389.72,114050.95,150696.85,180651.96,211005.28,256222.64,23562,0,57896,0,0,0,61956,0,0,0,0,0,29483.72,30802.29,0,12043.82,29560.87,46283.04,52724.39,29661.23,36645.9,29955.11,30353.32,45217.36,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,28542.01,44798.44,62082.92,77278.27,91130.53,116132.76,140235.49,164444.23,50351.68,75291.72,16298.44,14648.4,16515.48,0,0,0,0,0,0,0,128885,0,75292,16299,0,16256.43,17284.48,15195.35,13852.26,25002.23,24102.73,24208.74,14792.45,24940.04,16298.72,14648.96,1867.08,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120000,46239.84,51207.28,70193.73,99280.74,55274.41,30481.68,-0.32,68128.5,135320.88,58258.48,91528.28,115693.64,68416.75,38330,41836,70194,99281,55275,30482,0,0,135321,49433,0,115694,43297.44,60822.45,99281.01,55274.67,30482.27,0,68128.82,67192.38,58258.6,82702.8,24165.36,68417.11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,28389.21,18737.14,19353.74,54494.15,58106.25,72778.94,45131.67,1745.67,37661.11,27769.31,56209.55,82879.33,10612.01,28390,18738,0,0,0,72779,43386,1746,37662,0,0,82880,18737.93,19354.6,35140.41,3612.1,14672.69,45131.73,0,37661.44,27770.2,28440.24,26669.78,10612.68,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120000,52512.61,88597.22,159446.34,223504,103676.74,50228.21,51979.42,89794.46,137503.58,98801.53,39623.14,39623.14,150771.42,40892,0,0,180591,103677,50229,46597,0,115292,79205,0,0,76976.61,70849.12,64057.66,60763.74,50228.47,51980.21,84412.04,47709.12,76589.95,20026.61,0,111148.28,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149000,75553.74,107275.07,63805.59,146387.44,71596.19,98615.03,89969.27,-0.73,58393.44,91978.75,177444.25,30573.41,141732.69,75554,107276,0,146388,71597,98616,89970,0,0,0,169627,0,107275.33,63806.52,82581.85,71596.75,98615.84,89970.24,0,58394.17,33585.31,85465.5,22756.16,111159.28,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60000,21660.04,27743.12,22674.18,2564.18,15691.4,29901.7,44998.32,27811.34,20985.96,59433.67,25807.99,25807.99,51508.71,21661,27744,20110,2565,14386,0,40130,27812,0,47523,0,0,27744.08,22675.06,0,15692.22,28596.3,15096.62,22943.02,20986.62,38447.71,13897.32,0,25700.72,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,70487.36,54476.72,66740.53,74.87,141995.31,107604.87,-0.13,77264.9,151504.95,201664.06,130934.58,76919.32,100005.73,59865,54477,66741,0,130064,107605,0,0,0,167916,114365,64007,43854.36,66740.81,75.34,141920.44,95673.56,0,77265.03,74240.05,50159.11,97186.52,60349.74,87093.41,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,38001.46,40145.17,39558.46,56456.78,9843.57,45879.36,-0.64,18468.36,55301.57,41968.01,31484.67,66081.37,65357.32,35126,40146,39559,56457,9689,45880,0,18469,55302,41969,28435,66082,37269.71,39559.29,56457.32,9843.79,45724.79,0,18469,55302.21,41968.44,31485.66,63031.7,65357.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,21145.11,25111.54,25111.54,4663.76,21214.77,16843.94,40202.6,51281.35,38802.09,16325.64,16608.88,22990.74,50063.72,0,0,23137,3747,21215,0,25069,51282,25585,16326,16609,12399,3966.43,0,2689.22,20298.01,16844.17,23358.66,36147.75,38802.74,3108.55,16609.24,22990.86,39471.98,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,81058.13,41193.45,110759.08,209527.38,57947.5,104273.11,107222.66,87149.16,19677.48,90491.35,77874.4,66388.86,169999.86,81059,0,0,209528,57948,104274,107223,87150,0,90492,77875,66389,41194.32,69565.63,98768.3,57948.12,104273.61,107223.55,87149.5,19678.32,70813.87,77875.05,66389.46,170000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,40911.81,60020.03,107251.33,147371.86,79089.68,94255.69,80280.4,139466.14,193743.02,56163.45,59292.73,115413.78,216378.89,30977,58498,0,133309,0,74324,0,0,193744,56164,54629,0,50085.22,105729.3,40120.53,65026.82,15166.01,60348.71,59185.74,54276.88,56164.43,59293.28,110750.05,100965.11,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,73061.74,163789.19,69596.4,97412.77,89023.18,153209.51,225294.95,50880.64,103555.35,117106.62,179163.38,111233.17,41053.26,0,163790,62800,97413,0,0,225295,0,103556,0,144396,111234,90727.45,69597.21,90616.37,89023.41,64186.33,72085.44,50880.69,52674.71,117107.27,62056.76,76465.79,41054.09,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,86688.26,157905.53,234889.83,133986.82,33486.24,33486.24,134980.57,112744.46,71327.56,9443.56,199.56,25205.24,74470.35,83188,0,234890,128798,0,0,129622,112745,61884,9244,200,25206,154405.27,76984.3,133986.99,28297.42,0,101494.33,107385.89,71328.1,0,0,25205.68,74471.11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,112423.32,150137.86,218758.14,-0.86,161408.37,56670.04,42528.19,143355.31,144895.18,161978.09,92177.59,92177.59,131127.29,0,0,218759,0,161409,55304,38046,117453,144896,133700,0,70558,37714.54,68620.28,0,161409.23,56670.67,41162.15,138873.12,118992.87,161978.91,63899.5,0,109507.7,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,25061.91,29873.98,9842.64,12558.71,30437.45,52392.69,58610.39,39734.53,28533.56,47984.02,11511.02,25667.58,30043.39,23254,29874,0,0,0,0,57318,32913,0,36473,0,23364,28066.07,9842.66,2716.07,17878.74,21955.24,6217.7,38442.14,21712.03,19450.46,0,14156.56,27739.81,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,54344.53,7437.85,47242.62,8581.94,99068.19,194451.57,242000.37,307519.62,359465.53,449688.91,73739.23,78514.73,78514.73,54345,7438,47243,0,0,0,0,0,0,418974,72931,0,7438.32,47242.77,8582.32,90486.25,95383.38,47548.8,65519.25,51945.91,90223.38,43024.32,77706.5,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,34198.33,44460.74,44460.74,37828.85,43276.97,18602.26,46603.5,25720.73,43532.64,73563.21,110125.66,50826.16,34218.43,34199,0,44461,37829,35837,0,44970,25721,0,0,110126,50827,44461.41,0,37829.11,43277.12,11162.29,28001.24,24087.23,43532.91,30030.57,36562.45,50826.5,34219.27,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,40169.59,48606.03,72090.76,60483.28,42329.47,75352.61,124189.99,49648.21,65877.26,80533.3,57256.98,100612.86,62004.21,40170,48597,56636,60484,0,0,124190,0,0,72510,0,78918,48606.44,72081.73,45028.52,42330.19,33023.14,48837.38,49648.22,16229.05,14656.04,49233.68,43355.88,40309.35,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,44188,14261.66,29832.49,86684.5,86684.5,101945.17,57678.28,5022.28,20990.2,50662.02,74059.42,69302.34,36368.75,44188,0,0,0,0,79564,52656,4239,18322,50663,60694,69303,14261.66,15570.83,56852.01,0,15260.67,35297.11,0,20206.92,47993.82,74060.4,55936.92,36369.41,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,56433.45,96923.78,112842.58,34661.94,109125.17,90975.09,130166.89,180533.19,180533.19,197137.51,224158.92,73022.17,168333.32,31259,55775,79461,0,88851,49949,0,0,0,0,156977,0,71749.33,71693.8,1280.36,74463.23,70700.92,89140.8,50366.3,0,16604.32,27021.41,5840.25,95311.15,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,87172.86,-0.14,42152.08,17117.39,157550.39,313097.89,137532.75,-0.25,4844.11,76706.45,167529.02,8150.57,231737.36,87173,0,42153,0,0,313098,137533,0,0,0,167530,8151,0,42152.22,17118.31,140433,155547.5,137532.86,0,4844.36,71862.34,90822.57,8151.55,231737.79,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110000,28371.42,89169.54,123943.91,64170.62,77180.18,49176.59,86255.78,124728.56,143248.52,137048.82,147960.82,201629.88,236758.12,27579,0,123944,47889,43030,41966,0,0,106041,99088,0,0,88377.12,34774.37,64170.71,60898.56,15026.41,79045.19,38472.78,18519.96,99841.3,110000,53669.06,35128.24,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,56128.32,48680.26,45125.25,61218.6,33197.36,63988.05,115258.24,64494.19,130324.13,155310.56,43912.56,126680.87,126680.87,56129,46260,34112,56533,29762,0,109278,0,0,154932,0,0,48680.94,42704.99,50205.35,28511.76,60552.69,51270.19,58513.95,65829.94,24986.43,43534,82768.31,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
